3:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [166] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [79] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [166] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [79] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [166] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [166] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [76] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [80] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [79] DEBUG GameManagerClient [(null)] - OnKeepAliveTimeEventTriggered. connected:Falsethis.wasAlive:False
2024-01-09 23:03:18,661 [166] D
